,log_likelihood,n_states,subject,pid
14,-9872.870034571522,16,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
15,-9848.440330052821,17,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
16,-9829.953544101796,18,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
17,-9911.519578927697,19,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
18,-9858.392323784858,20,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
0,-40610.95088747585,2,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
1,-40399.13134757221,3,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
2,-40223.30232153636,4,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
3,-40113.41712951898,5,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
4,-40105.490854131844,6,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
5,-40109.57708545884,7,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
6,-40014.50386294309,8,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
7,-39846.72916166387,9,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
8,-39768.47529716269,10,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
9,-39946.882792443736,11,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
10,-39902.38399551952,12,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
11,-39646.625477623464,13,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
12,-39963.368015071006,14,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
13,-39781.06915763007,15,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
14,-39896.625372680886,16,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
15,-40000.25002246474,17,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
16,-39857.776097810915,18,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
17,-39789.24724742581,19,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
18,-39705.56019699644,20,ZFM-02601,848a5413-2100-4587-bbcd-b8145b766d80
0,-24713.95747513459,2,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
1,-24392.806619224124,3,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
2,-24185.693794151943,4,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
3,-24075.218265041567,5,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
4,-23995.393038405044,6,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
5,-23940.883047353862,7,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
6,-23911.98089695101,8,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
7,-23852.403694496865,9,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
8,-23728.461834145543,10,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
9,-23696.23136652977,11,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
10,-23641.583290159808,12,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
11,-23643.689981791587,13,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
12,-23685.840518237488,14,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
13,-23651.640859607298,15,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
14,-23681.206073627884,16,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
15,-23618.920943421253,17,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
16,-23616.549851384443,18,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
17,-23592.638390082502,19,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
18,-23545.747254637652,20,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589
0,-32225.3963673759,2,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
1,-32035.46522702014,3,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
2,-31867.23521923875,4,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
3,-31848.170323073115,5,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
4,-31656.61245676331,6,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
5,-31615.56018998521,7,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
6,-31642.357337577814,8,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
7,-31591.522013473386,9,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
8,-31495.45680776139,10,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
9,-31523.41673402998,11,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
10,-31584.381421681515,12,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
11,-31637.760065480717,13,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
12,-31444.420107443206,14,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
13,-31660.60450635133,15,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
14,-31596.03287364694,16,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
15,-31620.945519697652,17,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
16,-31543.62362738076,18,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
17,-31597.126268857923,19,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
18,-31589.321801974504,20,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d
0,-10497.75342227389,2,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
1,-10395.294658433937,3,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
2,-10362.541025304328,4,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
3,-10225.50053096667,5,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
4,-10257.81282999224,6,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
5,-10168.316174546206,7,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
6,-10137.44790861832,8,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
7,-10156.010422331077,9,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
8,-10142.892828312111,10,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
9,-10111.348444824518,11,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
10,-10105.716349084902,12,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
11,-10128.19688815239,13,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
12,-10165.083807837464,14,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
13,-10067.503539020545,15,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
14,-10158.681224327684,16,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
15,-10057.764763794248,17,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
16,-10138.15892263389,18,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
17,-10104.077433820457,19,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
18,-10076.338233189554,20,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c
0,-17945.27620765829,2,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
1,-17794.030507680243,3,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
2,-17708.832603314633,4,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
3,-17708.422141396797,5,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
4,-17673.412892310887,6,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
5,-17672.443205542946,7,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
6,-17651.53284588841,8,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
7,-17676.445295219015,9,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
8,-17615.539499467093,10,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
9,-17637.045112741776,11,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
10,-17669.187934102065,12,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
11,-17757.35783003349,13,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
12,-17759.767979259945,14,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
13,-17582.970087709382,15,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
14,-17628.47798112382,16,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
15,-17608.570990066764,17,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
16,-17600.6474633538,18,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
17,-17743.88320165491,19,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
18,-17729.88777480404,20,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd
0,-35955.968107519686,2,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
1,-35729.09321638659,3,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
2,-35300.4822053879,4,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
3,-35310.067643991046,5,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
4,-35270.63466947731,6,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
5,-34894.00788698399,7,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
6,-35216.735900247375,8,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
7,-35094.49146182393,9,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
8,-35023.20993226748,10,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
9,-34981.30980182586,11,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
10,-34919.59351963368,12,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
11,-34916.86753425013,13,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
12,-34989.46405376312,14,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
13,-35204.83266393513,15,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
14,-35005.10956073187,16,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
15,-34902.38532778635,17,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
16,-34961.6197126557,18,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
17,-35348.92064662676,19,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
18,-35360.23883129829,20,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979
0,-76491.89989059047,2,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
1,-75537.87212373926,3,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
2,-74599.99329807778,4,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
3,-74879.26048908898,5,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
4,-74126.6673076136,6,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
5,-74665.91593318533,7,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
6,-74768.71220689583,8,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
7,-74314.76579533202,9,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
8,-74598.03607324624,10,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
9,-74934.37524637397,11,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
10,-73755.28029060326,12,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
11,-74707.27130338646,13,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
12,-73879.297348376,14,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
13,-73867.45042170513,15,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
14,-74743.86163576758,16,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
15,-73445.72783612992,17,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
16,-74379.21568820855,18,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
17,-73902.98173816156,19,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
18,-74117.19993649558,20,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
0,-31168.082180552272,2,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
1,-31056.775821491996,3,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
2,-30784.853161285748,4,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
3,-30687.057317358795,5,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
4,-30633.755883163445,6,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
5,-30517.573526642016,7,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
6,-30666.84677824977,8,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
7,-30635.924673381298,9,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
8,-30501.425583077136,10,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
9,-30406.512180138317,11,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
10,-30431.781816318624,12,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
11,-30378.922627122392,13,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
12,-30248.091857954692,14,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
13,-30361.833755901367,15,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
14,-30374.599812453416,16,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
15,-30328.11763445118,17,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
16,-30293.97976001457,18,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
17,-30475.122096098923,19,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
18,-30432.08957071895,20,ZFM-03330,63e6de03-894c-427b-b601-8737fdcd17c5
0,-54316.4382142995,2,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
1,-53880.42614540862,3,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
2,-53424.84803501723,4,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
3,-53330.754602821355,5,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
4,-53166.24011654233,6,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
5,-53156.161058225895,7,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
6,-53402.34673552262,8,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
7,-53308.23776547342,9,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
8,-53392.53798044882,10,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
9,-53481.14915817371,11,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
10,-53432.57836167822,12,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
11,-53342.1885939728,13,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
12,-53375.88726731029,14,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
13,-52915.85273664193,15,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
14,-53488.85723125236,16,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
15,-53347.91075198712,17,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
16,-53533.37039242863,18,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
17,-53451.5660988184,19,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
18,-53225.3798761332,20,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
0,-33942.79086227262,2,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
1,-33474.65464642332,3,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
2,-33298.127721988254,4,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
3,-33207.67899796125,5,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
4,-33165.44404239982,6,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
5,-33071.0697721574,7,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
6,-32906.63853391169,8,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
7,-32952.692552488,9,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
8,-32913.0113686999,10,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
9,-32960.86106398729,11,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
10,-32803.95266663763,12,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
11,-32816.296283851836,13,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
12,-32824.607734595855,14,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
13,-32742.022019923617,15,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
14,-32704.543416211498,16,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
15,-32765.147222647876,17,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
16,-32762.68567780928,18,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
17,-32771.43585729472,19,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
18,-32816.290170639295,20,ZFM-03332,eecc9852-0982-42af-8c30-6cd3c64742ec
0,-26039.179171361204,2,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
1,-25569.528672451313,3,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
2,-25441.960261385346,4,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
3,-25373.134818641134,5,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
4,-25261.53783001527,6,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
5,-25262.54055633338,7,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
6,-25201.88548425053,8,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
7,-25183.907395083817,9,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
8,-25285.612227637277,10,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
9,-25285.61575048641,11,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
10,-25185.532734162396,12,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
11,-25257.93511329488,13,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
12,-25238.123745326608,14,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
13,-25232.904667971587,15,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
14,-25225.582136159024,16,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
15,-25365.142934499177,17,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
16,-25274.22706481819,18,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
17,-25360.5932646341,19,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
18,-25335.152258112837,20,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225
0,-8945.098071145454,2,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
1,-8717.268231666421,3,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
2,-8580.937097938644,4,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
3,-8463.893966276533,5,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
4,-8421.062042029838,6,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
5,-8410.605831226028,7,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
6,-8386.608159962732,8,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
7,-8357.609563427364,9,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
8,-8280.000508119509,10,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
9,-8325.938116959887,11,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
10,-8296.16556673635,12,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
11,-8344.016576777278,13,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
12,-8283.143318400653,14,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
13,-8269.33834648767,15,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
14,-8289.90470281863,16,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
15,-8237.636959485862,17,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
16,-8301.630792113927,18,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
17,-8255.769200752395,19,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
18,-8248.270808330166,20,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7
0,-11647.990381279018,2,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
1,-11536.9758902104,3,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
2,-11447.9264037076,4,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
3,-11366.031137511522,5,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
4,-11368.833612657674,6,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
5,-11360.043099574026,7,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
6,-11309.011014699448,8,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
7,-11353.368003130206,9,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
8,-11329.590247220149,10,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
9,-11308.361453713096,11,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
10,-11374.426540887293,12,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
11,-11356.876987266456,13,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
12,-11381.461561326962,14,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
13,-11330.300014952882,15,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
14,-11336.461232363843,16,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
15,-11303.506659809575,17,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
16,-11347.206329434317,18,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
17,-11313.386874341708,19,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
18,-11327.090565796068,20,ZFM-04122,fd4d4d6b-f2e3-464d-8604-084265d32b76
0,-7122.681895531279,2,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
1,-7077.018975379606,3,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
2,-6976.922023609299,4,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
3,-6955.226967185262,5,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
4,-6916.243315968915,6,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
5,-6887.8547805699545,7,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
6,-6909.092252399272,8,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
7,-6859.940402130199,9,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
8,-6861.933680277801,10,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af
